Max_Power (W),Boost_Clock (MHz),Core_Speed (MHz),Process (nm),Memory (GB),Memory_Bandwidth (GB/s),Power_Connector,SLI/Crossfire Support
55,1189.6225218080888,931.8667621776505,28.836178861788618,256,22.4,10.29451395572666,Yes
27,1189.6225218080888,931.8667621776505,28.836178861788618,512,12.8,10.29451395572666,Yes
42,1189.6225218080888,931.8667621776505,28.836178861788618,256,22.1,10.29451395572666,Yes
41,1189.6225218080888,931.8667621776505,28.836178861788618,512,12.5,10.29451395572666,Yes
22,1189.6225218080888,931.8667621776505,28.836178861788618,256,12.8,10.29451395572666,No
31,1189.6225218080888,931.8667621776505,28.836178861788618,256,6.4,10.29451395572666,No
24,1189.6225218080888,931.8667621776505,28.836178861788618,256,10.7,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
24,1189.6225218080888,931.8667621776505,28.836178861788618,128,1.6,10.29451395572666,No
24,1189.6225218080888,931.8667621776505,28.836178861788618,128,5.3,10.29451395572666,No
24,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
25,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
19,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
24,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
13,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
17,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
28,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
17,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
6,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,1.1,10.29451395572666,No
27,1189.6225218080888,931.8667621776505,28.836178861788618,256,12.8,10.29451395572666,Yes
45,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
84,1250,931.8667621776505,22,2792.3431903373594,25.6,10.29451395572666,No
17,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
86,1300,931.8667621776505,22,2792.3431903373594,25.6,10.29451395572666,No
45,1300,931.8667621776505,22,2792.3431903373594,25.6,10.29451395572666,No
47,1050,350,14,2792.3431903373594,34.1,10.29451395572666,No
65,1300,931.8667621776505,22,2792.3431903373594,25.6,10.29451395572666,No
15,1050,350,14,2792.3431903373594,34.1,10.29451395572666,No
10,896,931.8667621776505,22,2792.3431903373594,21.3,10.29451395572666,No
91,1150,350,14,2792.3431903373594,34.1,10.29451395572666,No
88,1250,400,22,2792.3431903373594,25.6,10.29451395572666,No
20,850,931.8667621776505,22,2792.3431903373594,25.6,10.29451395572666,No
4,1250,931.8667621776505,22,2792.3431903373594,25.6,10.29451395572666,No
77,1150,650,22,2792.3431903373594,25.6,10.29451395572666,No
95,1350,850,32,2792.3431903373594,21.3,10.29451395572666,No
47,1050,350,14,2792.3431903373594,34.1,10.29451395572666,No
95,1350,850,32,2792.3431903373594,21.3,10.29451395572666,No
47,1150,350,14,2792.3431903373594,34.1,10.29451395572666,No
47,1150,350,14,2792.3431903373594,34.1,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,21.3,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
35,950,350,14,2792.3431903373594,34.1,10.29451395572666,No
65,1150,350,14,2792.3431903373594,34.1,10.29451395572666,No
91,1150,350,14,2792.3431903373594,34.1,10.29451395572666,No
35,1100,350,14,2792.3431903373594,34.1,10.29451395572666,No
77,1150,650,22,2792.3431903373594,25.6,10.29451395572666,No
88,1250,350,22,2792.3431903373594,25.6,10.29451395572666,No
77,1150,650,22,2792.3431903373594,25.6,10.29451395572666,No
77,1150,650,22,2792.3431903373594,25.6,10.29451395572666,No
95,1350,850,32,2792.3431903373594,21.3,10.29451395572666,No
77,1150,650,22,2792.3431903373594,25.6,10.29451395572666,No
95,1350,850,32,2792.3431903373594,21.3,10.29451395572666,No
95,1350,850,32,2792.3431903373594,21.3,10.29451395572666,No
8,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,25.6,10.29451395572666,No
35,950,350,14,2792.3431903373594,34.1,10.29451395572666,No
95,1350,850,32,2792.3431903373594,21.3,10.29451395572666,No
47,1000,350,14,2792.3431903373594,34.1,10.29451395572666,No
47,1050,350,14,2792.3431903373594,34.1,10.29451395572666,No
55,1189.6225218080888,931.8667621776505,22,2792.3431903373594,21.3,10.29451395572666,No
65,950,350,14,2792.3431903373594,34.1,10.29451395572666,No
73,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
73,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
65,1100,350,14,2792.3431903373594,34.1,10.29451395572666,No
65,1150,350,14,2792.3431903373594,34.1,10.29451395572666,No
91,1150,350,14,2792.3431903373594,34.1,10.29451395572666,No
87,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
35,1100,350,14,2792.3431903373594,34.1,10.29451395572666,No
73,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
73,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
35,950,350,14,2792.3431903373594,34.1,10.29451395572666,No
65,950,350,14,2792.3431903373594,34.1,10.29451395572666,No
65,1050,350,14,2792.3431903373594,34.1,10.29451395572666,No
95,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
95,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
95,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
65,1150,931.8667621776505,14,128,14.9,10.29451395572666,No
95,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
28,1189.6225218080888,931.8667621776505,22,2792.3431903373594,25.6,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
54,1050,350,14,2792.3431903373594,34.1,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
73,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
95,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
28,1189.6225218080888,931.8667621776505,22,2792.3431903373594,25.6,10.29451395572666,No
375,1000,950,28,6144,133.48198064035742,16,Yes
500,1189.6225218080888,925,28,6144,264,10.29451395572666,Yes
375,1000,950,28,6144,133.48198064035742,16,Yes
40,1189.6225218080888,931.8667621776505,28.836178861788618,512,11.2,10.29451395572666,No
19,1189.6225218080888,931.8667621776505,40,1024,6.4,10.29451395572666,Yes
230,1189.6225218080888,1000,28,3072,273.6,10.29451395572666,Yes
20,1189.6225218080888,550,40,512,14,10.29451395572666,No
189,1189.6225218080888,931.8667621776505,28.836178861788618,4096,102.4,10.29451395572666,Yes
35,1189.6225218080888,931.8667621776505,28.836178861788618,512,11.2,10.29451395572666,No
600,1189.6225218080888,574,40,2792.3431903373594,288,10.29451395572666,Yes
385,1189.6225218080888,931.8667621776505,28.836178861788618,2048,256,10.29451395572666,Yes
225,1189.6225218080888,902,28,2792.3431903373594,288.4,14,Yes
120,1189.6225218080888,773,28,8192,192.3,6,No
150,1189.6225218080888,902,28,8192,192,12,Yes
122,1189.6225218080888,706,28,4096,172.8,6,Yes
45,1189.6225218080888,667,28,1024,28.8,10.29451395572666,No
108,1189.6225218080888,706,28,4096,172.8,6,Yes
68,1189.6225218080888,667,28,4096,80,10.29451395572666,No
41,1189.6225218080888,876,28,1024,29,10.29451395572666,No
41,1189.6225218080888,876,28,1024,29,10.29451395572666,No
41,1189.6225218080888,876,28,1024,28.8,10.29451395572666,No
150,1189.6225218080888,931.8667621776505,28.836178861788618,1536,76.8,10.29451395572666,Yes
204,1189.6225218080888,574,40,6144,143.4,14,Yes
142,1189.6225218080888,931.8667621776505,40,2048,89.9,12,No
40,1189.6225218080888,931.8667621776505,40,1024,25.6,10.29451395572666,No
62,1189.6225218080888,625,40,1024,41.6,10.29451395572666,Yes
38,1189.6225218080888,706,28,512,14.3,10.29451395572666,No
32,1189.6225218080888,931.8667621776505,40,512,12.8,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,8.5,10.29451395572666,No
141,1189.6225218080888,738,55,512,70.4,12,Yes
197,1189.6225218080888,931.8667621776505,28.836178861788618,1024,128,10.29451395572666,Yes
62,1189.6225218080888,625,40,1024,41.6,10.29451395572666,No
152,1189.6225218080888,513,40,2560,120,12,Yes
172,1189.6225218080888,612,28.836178861788618,768,103.7,10.29451395572666,Yes
200,1189.6225218080888,600,28.836178861788618,2048,115.2,12,No
75,1189.6225218080888,550,28.836178861788618,512,57.6,10.29451395572666,Yes
280,1189.6225218080888,931.8667621776505,28.836178861788618,1024,140.8,10.29451395572666,Yes
140,1189.6225218080888,675,28.836178861788618,512,70.4,12,Yes
105,1189.6225218080888,600,28.836178861788618,512,57.6,6,Yes
50,1189.6225218080888,600,28.836178861788618,512,25.6,10.29451395572666,Yes
105,1189.6225218080888,600,28.836178861788618,1024,57.6,6,Yes
84,1189.6225218080888,931.8667621776505,28.836178861788618,768,38.4,6,No
95,1189.6225218080888,650,28.836178861788618,512,57.6,6,Yes
90,1189.6225218080888,931.8667621776505,28.836178861788618,512,43.2,10.29451395572666,Yes
50,1189.6225218080888,931.8667621776505,55,512,25.6,10.29451395572666,Yes
84,1189.6225218080888,931.8667621776505,28.836178861788618,384,38.4,10.29451395572666,Yes
95,1189.6225218080888,650,28.836178861788618,1024,57.6,6,Yes
50,1189.6225218080888,931.8667621776505,28.836178861788618,1024,12.8,10.29451395572666,Yes
12,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,Yes
110,1189.6225218080888,931.8667621776505,28.836178861788618,1024,76.8,10.29451395572666,Yes
50,1189.6225218080888,931.8667621776505,28.836178861788618,512,12.8,10.29451395572666,Yes
65,1189.6225218080888,931.8667621776505,28.836178861788618,512,44.8,10.29451395572666,Yes
84,1189.6225218080888,931.8667621776505,28.836178861788618,512,51.2,10.29451395572666,No
49,1189.6225218080888,931.8667621776505,28.836178861788618,256,42.2,10.29451395572666,No
49,1189.6225218080888,931.8667621776505,28.836178861788618,256,42.2,10.29451395572666,Yes
108,1189.6225218080888,931.8667621776505,28.836178861788618,512,54.4,10.29451395572666,No
40,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,Yes
81,1189.6225218080888,931.8667621776505,28.836178861788618,512,42.2,10.29451395572666,No
40,1189.6225218080888,931.8667621776505,28.836178861788618,256,22.4,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,28.836178861788618,256,32,10.29451395572666,No
49,1189.6225218080888,931.8667621776505,28.836178861788618,256,38.4,10.29451395572666,No
27,1189.6225218080888,931.8667621776505,28.836178861788618,256,12.8,10.29451395572666,Yes
27,1189.6225218080888,931.8667621776505,28.836178861788618,256,25.6,10.29451395572666,Yes
23,1189.6225218080888,931.8667621776505,28.836178861788618,256,6.4,10.29451395572666,No
23,1189.6225218080888,931.8667621776505,28.836178861788618,256,5.3,10.29451395572666,Yes
24,1189.6225218080888,931.8667621776505,28.836178861788618,256,10.4,10.29451395572666,Yes
143,1189.6225218080888,513,28.836178861788618,640,63.4,10.29451395572666,Yes
158,1189.6225218080888,575,28.836178861788618,768,86.4,10.29451395572666,Yes
12,1189.6225218080888,931.8667621776505,40,2792.3431903373594,133.48198064035742,10.29451395572666,No
135,1189.6225218080888,650,28.836178861788618,512,51.2,10.29451395572666,Yes
143,1189.6225218080888,513,28.836178861788618,320,63.4,10.29451395572666,Yes
270,1189.6225218080888,931.8667621776505,28.836178861788618,1024,102.4,10.29451395572666,Yes
143,1189.6225218080888,576,28.836178861788618,640,72,6,No
105,1189.6225218080888,600,28.836178861788618,512,57.6,6,Yes
47,1189.6225218080888,540,28.836178861788618,512,12.8,10.29451395572666,Yes
75,1189.6225218080888,675,28.836178861788618,512,32,10.29451395572666,Yes
75,1189.6225218080888,675,28.836178861788618,256,32,10.29451395572666,Yes
105,1189.6225218080888,931.8667621776505,28.836178861788618,384,38.4,10.29451395572666,Yes
75,1189.6225218080888,540,28.836178861788618,512,12.8,10.29451395572666,Yes
47,1189.6225218080888,540,28.836178861788618,256,22.4,10.29451395572666,Yes
46,1189.6225218080888,540,28.836178861788618,512,22.4,10.29451395572666,Yes
30,1189.6225218080888,460,28.836178861788618,1024,12.8,10.29451395572666,Yes
30,1189.6225218080888,450,28.836178861788618,256,12.8,10.29451395572666,Yes
47,1189.6225218080888,931.8667621776505,28.836178861788618,256,12.8,10.29451395572666,Yes
40,1189.6225218080888,520,40,1024,9.6,10.29451395572666,No
40,1189.6225218080888,520,40,512,8,10.29451395572666,No
25,1189.6225218080888,520,40,512,6.4,10.29451395572666,No
18,1189.6225218080888,450,28.836178861788618,256,6.4,10.29451395572666,No
40,1189.6225218080888,450,28.836178861788618,512,12.8,10.29451395572666,Yes
25,1189.6225218080888,567,28.836178861788618,512,6.4,10.29451395572666,No
18,1189.6225218080888,931.8667621776505,40,512,12.6,10.29451395572666,No
20,1189.6225218080888,550,40,512,14,10.29451395572666,No
23,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,No
21,1189.6225218080888,931.8667621776505,28.836178861788618,256,6.4,10.29451395572666,No
750,1189.6225218080888,931.8667621776505,40,8192,133.48198064035742,10.29451395572666,Yes
18,1189.6225218080888,931.8667621776505,28.836178861788618,128,4.4,10.29451395572666,No
375,1189.6225218080888,830,40,4096,320,16,Yes
375,1189.6225218080888,830,40,4096,320,10.29451395572666,Yes
250,1189.6225218080888,900,40,2048,179.2,10.29451395572666,Yes
250,1189.6225218080888,880,40,2048,176,10.29451395572666,Yes
250,1189.6225218080888,880,40,2048,176,10.29451395572666,Yes
250,1189.6225218080888,880,40,2048,176,6,Yes
250,1189.6225218080888,940,40,2048,176,10.29451395572666,Yes
250,1189.6225218080888,880,40,2048,176,14,Yes
250,1189.6225218080888,880,40,2048,176,14,Yes
550,1189.6225218080888,880,40,2048,352,10.29451395572666,Yes
250,1189.6225218080888,880,40,2048,176,14,Yes
250,1189.6225218080888,890,40,2048,176,10.29451395572666,Yes
200,1189.6225218080888,800,40,2048,160,12,Yes
200,1189.6225218080888,800,40,2048,160,10.29451395572666,Yes
200,1189.6225218080888,800,40,2048,160,12,Yes
200,1189.6225218080888,800,40,1024,160,12,Yes
400,1189.6225218080888,931.8667621776505,40,4096,320,10.29451395572666,Yes
200,1189.6225218080888,870,40,1024,160,12,Yes
150,1189.6225218080888,900,40,2048,134.4,10.29451395572666,Yes
251,1189.6225218080888,920,40,1024,134.4,10.29451395572666,Yes
200,1189.6225218080888,800,40,2048,160,10.29451395572666,Yes
151,1189.6225218080888,940,40,1024,147.2,10.29451395572666,Yes
225,1189.6225218080888,915,40,1024,134.4,10.29451395572666,Yes
302,1189.6225218080888,900,40,2048,268.8,10.29451395572666,Yes
251,1189.6225218080888,915,40,1024,134.4,10.29451395572666,Yes
151,1189.6225218080888,900,40,1024,134.4,10.29451395572666,Yes
127,1189.6225218080888,775,40,1024,128,10.29451395572666,Yes
1,1189.6225218080888,820,40,1024,140.8,10.29451395572666,Yes
127,1189.6225218080888,775,40,1024,128,10.29451395572666,Yes
150,1189.6225218080888,840,40,1024,134.4,10.29451395572666,Yes
108,1189.6225218080888,850,40,1024,76.8,6,Yes
108,1189.6225218080888,850,40,1024,76.8,6,Yes
108,1189.6225218080888,850,40,1024,76.8,6,Yes
206,1189.6225218080888,931.8667621776505,28,2048,153.6,10.29451395572666,Yes
108,1189.6225218080888,850,40,1024,76.8,6,Yes
108,1189.6225218080888,850,40,1024,76.8,10.29451395572666,Yes
86,1189.6225218080888,700,40,2048,25.6,6,Yes
86,1189.6225218080888,700,40,1024,73.6,6,Yes
86,1189.6225218080888,700,40,1024,25.6,6,Yes
86,1189.6225218080888,700,40,1024,64,6,Yes
86,1189.6225218080888,700,40,2048,21.3,6,Yes
86,1189.6225218080888,700,40,1024,73.6,6,Yes
86,1189.6225218080888,700,40,1024,73.6,6,Yes
66,1189.6225218080888,800,40,1024,64,10.29451395572666,Yes
66,1189.6225218080888,820,40,1024,28.8,10.29451395572666,Yes
86,1189.6225218080888,740,40,1024,76.8,6,Yes
66,1189.6225218080888,800,40,2048,21.3,10.29451395572666,Yes
66,1189.6225218080888,800,40,1024,25.6,10.29451395572666,Yes
66,1189.6225218080888,800,40,2048,19.2,10.29451395572666,Yes
66,1189.6225218080888,800,40,2048,25.6,10.29451395572666,Yes
66,1189.6225218080888,800,40,1024,25.6,10.29451395572666,Yes
66,1189.6225218080888,800,40,1024,64,10.29451395572666,Yes
66,1189.6225218080888,800,40,1024,25.6,10.29451395572666,Yes
66,1189.6225218080888,800,40,1024,64,10.29451395572666,Yes
66,1189.6225218080888,800,40,2048,25.6,10.29451395572666,Yes
66,1189.6225218080888,800,40,1024,64,10.29451395572666,Yes
66,1189.6225218080888,800,40,1024,64,10.29451395572666,Yes
66,1189.6225218080888,800,40,1024,64,10.29451395572666,Yes
44,1189.6225218080888,650,40,1024,20.8,10.29451395572666,Yes
44,1189.6225218080888,650,40,1024,21.3,10.29451395572666,Yes
44,1189.6225218080888,650,40,2048,16,10.29451395572666,No
66,1189.6225218080888,800,40,1024,64,10.29451395572666,Yes
44,1189.6225218080888,650,40,1024,28.8,10.29451395572666,Yes
66,1189.6225218080888,810,40,1024,64,10.29451395572666,Yes
44,1189.6225218080888,650,40,1024,16,10.29451395572666,Yes
44,1189.6225218080888,650,40,1024,25.6,10.29451395572666,Yes
44,1189.6225218080888,650,40,1024,21.3,10.29451395572666,Yes
44,1189.6225218080888,650,40,1024,28.8,10.29451395572666,Yes
44,1189.6225218080888,650,40,4096,25.6,10.29451395572666,Yes
18,1189.6225218080888,650,40,2048,9.3,10.29451395572666,No
25,1189.6225218080888,625,40,1024,8.5,10.29451395572666,No
18,1189.6225218080888,625,40,1024,12.8,10.29451395572666,No
18,1189.6225218080888,625,40,2048,10.7,10.29451395572666,No
18,1189.6225218080888,675,40,1024,12.8,10.29451395572666,No
18,1189.6225218080888,625,40,2048,10.7,10.29451395572666,No
18,1189.6225218080888,625,40,512,8.5,10.29451395572666,No
18,1189.6225218080888,750,40,512,25.6,10.29451395572666,No
18,1189.6225218080888,750,40,512,28.8,10.29451395572666,No
18,1189.6225218080888,625,40,512,25.6,10.29451395572666,No
18,1189.6225218080888,625,40,1024,9.6,10.29451395572666,No
19,1189.6225218080888,650,40,512,12.8,10.29451395572666,Yes
40,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,No
60,1189.6225218080888,650,40,1024,64,10.29451395572666,Yes
171,1189.6225218080888,931.8667621776505,28.836178861788618,1536,76.8,10.29451395572666,No
18,1189.6225218080888,625,40,1024,10.7,10.29451395572666,No
19,1189.6225218080888,650,40,1024,12.8,10.29451395572666,No
96,1189.6225218080888,931.8667621776505,28.836178861788618,1024,36.8,10.29451395572666,No
109,1189.6225218080888,931.8667621776505,28.836178861788618,512,36.8,10.29451395572666,No
28,1189.6225218080888,931.8667621776505,40,512,12.8,10.29451395572666,No
108,1189.6225218080888,931.8667621776505,28.836178861788618,1024,51.2,10.29451395572666,Yes
34,1189.6225218080888,931.8667621776505,28.836178861788618,256,22.4,10.29451395572666,No
78,1189.6225218080888,931.8667621776505,28.836178861788618,512,51.2,10.29451395572666,No
30,1189.6225218080888,931.8667621776505,28.836178861788618,128,19.2,10.29451395572666,No
80,1189.6225218080888,931.8667621776505,28.836178861788618,256,42.2,10.29451395572666,Yes
134,1189.6225218080888,931.8667621776505,28.836178861788618,768,67.2,10.29451395572666,No
101,1189.6225218080888,931.8667621776505,28.836178861788618,256,28.8,10.29451395572666,No
83,1189.6225218080888,931.8667621776505,28.836178861788618,256,64,10.29451395572666,No
42,1189.6225218080888,931.8667621776505,28.836178861788618,512,12.8,10.29451395572666,No
38,1189.6225218080888,931.8667621776505,28.836178861788618,256,12.8,10.29451395572666,No
70,1189.6225218080888,931.8667621776505,28.836178861788618,128,9.6,10.29451395572666,Yes
59,1189.6225218080888,931.8667621776505,28.836178861788618,768,38.4,10.29451395572666,No
18,1189.6225218080888,625,40,1024,10.7,10.29451395572666,No
55,1189.6225218080888,931.8667621776505,28.836178861788618,128,8.8,10.29451395572666,No
294,1189.6225218080888,931.8667621776505,40,4096,256,10.29451395572666,Yes
188,1189.6225218080888,900,40,1024,153.6,12,Yes
294,1189.6225218080888,931.8667621776505,40,2792.3431903373594,256,10.29451395572666,Yes
588,1189.6225218080888,931.8667621776505,40,4096,512,10.29451395572666,Yes
350,1189.6225218080888,931.8667621776505,40,2048,307.2,10.29451395572666,Yes
65,1189.6225218080888,931.8667621776505,28.836178861788618,256,40,10.29451395572666,No
300,1189.6225218080888,850,40,1024,153.6,16,Yes
195,1189.6225218080888,850,40,2048,153.6,12,Yes
151,1189.6225218080888,765,40,1024,144,12,Yes
151,1189.6225218080888,760,40,1024,134.4,12,Yes
150,1189.6225218080888,931.8667621776505,28.836178861788618,1536,76.8,10.29451395572666,No
151,1189.6225218080888,725,40,1024,128,12,Yes
188,1189.6225218080888,850,40,1024,153.6,12,Yes
175,1189.6225218080888,931.8667621776505,40,1024,128,10.29451395572666,Yes
108,1189.6225218080888,860,40,1024,76.8,10.29451395572666,Yes
300,1189.6225218080888,931.8667621776505,40,2048,256,10.29451395572666,Yes
151,1189.6225218080888,765,40,1024,128,12,Yes
206,1189.6225218080888,931.8667621776505,28,2048,153.6,10.29451395572666,Yes
185,1189.6225218080888,725,40,2048,128,12,Yes
108,1189.6225218080888,850,40,1024,76.8,6,Yes
151,1189.6225218080888,765,40,1024,144,12,Yes
151,1189.6225218080888,725,40,1024,128,12,Yes
150,1189.6225218080888,850,40,1024,76.8,6,Yes
108,1189.6225218080888,850,40,512,76.8,10.29451395572666,Yes
86,1189.6225218080888,931.8667621776505,40,512,73.6,10.29451395572666,Yes
86,1189.6225218080888,931.8667621776505,40,1024,73.6,10.29451395572666,Yes
108,1189.6225218080888,850,40,1024,76.8,10.29451395572666,Yes
64,1189.6225218080888,931.8667621776505,40,1024,25.6,10.29451395572666,Yes
64,1189.6225218080888,775,40,1024,64,10.29451395572666,Yes
64,1189.6225218080888,775,40,1024,64,10.29451395572666,Yes
64,1189.6225218080888,931.8667621776505,40,1024,25.6,10.29451395572666,Yes
39,1189.6225218080888,931.8667621776505,40,512,28.8,10.29451395572666,Yes
61,1189.6225218080888,931.8667621776505,40,512,64,10.29451395572666,Yes
42,1189.6225218080888,931.8667621776505,40,1024,28.8,10.29451395572666,Yes
19,1189.6225218080888,931.8667621776505,40,256,6.4,10.29451395572666,Yes
39,1189.6225218080888,931.8667621776505,40,1024,64,10.29451395572666,Yes
39,1189.6225218080888,931.8667621776505,40,512,64,10.29451395572666,Yes
300,1189.6225218080888,925,28,3072,264,16,Yes
40,1189.6225218080888,931.8667621776505,40,2048,6.4,10.29451395572666,Yes
250,1189.6225218080888,1050,28,3072,273.6,14,Yes
20,1189.6225218080888,931.8667621776505,40,512,6.4,10.29451395572666,Yes
230,1189.6225218080888,950,28,3072,273.6,10.29451395572666,Yes
250,1189.6225218080888,1050,28,3072,273.6,10.29451395572666,Yes
265,1150,1100,28,6144,288,10.29451395572666,Yes
230,1189.6225218080888,1000,28,3072,264,10.29451395572666,Yes
300,1150,1070,28,3072,288,14,Yes
250,1050,1000,28,3072,288,16,Yes
230,1189.6225218080888,1070,28,3072,268.8,10.29451395572666,Yes
300,1189.6225218080888,1000,28,3072,268.8,10.29451395572666,Yes
250,1100,1050,28,3072,288,10.29451395572666,Yes
300,1189.6225218080888,925,28,3072,264,10.29451395572666,Yes
250,1189.6225218080888,925,28,3072,264,14,Yes
500,1100,1050,28,6144,133.48198064035742,10.29451395572666,Yes
300,1100,1050,28,3072,316.8,10.29451395572666,Yes
460,1189.6225218080888,925,28,6144,133.48198064035742,10.29451395572666,Yes
200,1189.6225218080888,860,28,3072,240,12,Yes
200,960,880,28,3072,240,12,Yes
200,1189.6225218080888,925,28,3072,264,12,Yes
160,1189.6225218080888,900,28,3072,240,10.29451395572666,Yes
225,1189.6225218080888,900,28,3072,240,10.29451395572666,Yes
360,1189.6225218080888,800,28,6144,480,10.29451395572666,Yes
200,1189.6225218080888,850,28,3072,240,10.29451395572666,Yes
540,1189.6225218080888,800,28,2792.3431903373594,133.48198064035742,10.29451395572666,Yes
200,925,850,28,3072,240,12,Yes
225,1189.6225218080888,900,28,3072,240,12,Yes
185,975,925,28,2048,192,12,Yes
200,1189.6225218080888,800,28,3072,240,12,Yes
350,1189.6225218080888,925,28,4096,384,10.29451395572666,Yes
185,1189.6225218080888,925,28,2048,192,12,Yes
175,1189.6225218080888,1100,28,2048,156.8,6,Yes
175,1189.6225218080888,1000,28,2048,153.6,12,Yes
175,1189.6225218080888,1100,28,2048,153.6,10.29451395572666,Yes
175,1189.6225218080888,1100,28,2048,153.6,10.29451395572666,Yes
350,1189.6225218080888,1000,28,4096,307.2,10.29451395572666,Yes
175,1189.6225218080888,1000,28,2048,153.6,12,Yes
175,1189.6225218080888,1000,28,2048,153.6,12,Yes
175,1189.6225218080888,1000,28,2048,153.6,12,Yes
175,1189.6225218080888,1000,28,2048,153.6,10.29451395572666,Yes
130,1189.6225218080888,860,28,2048,153.6,6,Yes
130,1189.6225218080888,920,28,2048,160,10.29451395572666,Yes
130,1189.6225218080888,975,28,2048,153.6,10.29451395572666,Yes
130,1189.6225218080888,860,28,2048,153.6,6,Yes
130,1189.6225218080888,860,28,2048,153.6,10.29451395572666,Yes
150,1189.6225218080888,1000,28,2048,153.6,10.29451395572666,Yes
260,1189.6225218080888,860,28,4096,307.2,10.29451395572666,Yes
130,1189.6225218080888,860,28,1024,153.6,10.29451395572666,Yes
130,1189.6225218080888,910,28,2048,153.6,10.29451395572666,Yes
130,1189.6225218080888,860,28,2048,153.6,12,Yes
80,1189.6225218080888,1000,28,1024,72,6,Yes
85,1189.6225218080888,931.8667621776505,28,1024,96,6,Yes
170,1189.6225218080888,1000,28,2048,192,12,Yes
80,1189.6225218080888,1150,28,1024,80,10.29451395572666,Yes
80,1189.6225218080888,1000,28,1024,72,10.29451395572666,Yes
150,1189.6225218080888,1000,28,1024,72,10.29451395572666,Yes
150,1189.6225218080888,1020,28,1024,73.6,10.29451395572666,Yes
150,1189.6225218080888,1020,28,2048,73.6,10.29451395572666,Yes
80,1189.6225218080888,1000,28,2048,72,10.29451395572666,Yes
160,1189.6225218080888,1000,28,2048,144,10.29451395572666,Yes
55,1189.6225218080888,800,28,1024,72,10.29451395572666,Yes
80,1189.6225218080888,1000,28,1024,72,6,Yes
55,1189.6225218080888,800,28,1024,72,10.29451395572666,Yes
55,1189.6225218080888,800,28,1024,72,10.29451395572666,Yes
