Max_Power (W),Boost_Clock (MHz),Core_Speed (MHz),Process (nm),Memory (GB),Memory_Bandwidth (GB/s),Power_Connector,SLI/Crossfire Support
47,1050,300,14,2792.3431903373594,25.6,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,17.1,10.29451395572666,No
15,950,300,14,2792.3431903373594,25.6,10.29451395572666,No
15,1000,300,14,2792.3431903373594,29.9,10.29451395572666,No
15,1000,300,14,2792.3431903373594,29.9,10.29451395572666,No
15,950,300,14,2792.3431903373594,25.6,10.29451395572666,No
45,1300,650,22,2792.3431903373594,12.8,10.29451395572666,No
28,1100,300,14,2792.3431903373594,29.9,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,25.6,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
15,1050,300,14,2792.3431903373594,34.1,10.29451395572666,No
50,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
13,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,8.5,10.29451395572666,No
28,1200,931.8667621776505,22,2792.3431903373594,25.6,10.29451395572666,No
110,1189.6225218080888,931.8667621776505,28.836178861788618,1024,108.8,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,55,1024,89.6,10.29451395572666,No
130,1189.6225218080888,931.8667621776505,55,2048,179.2,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,28.836178861788618,1024,133.48198064035742,10.29451395572666,No
16,1189.6225218080888,931.8667621776505,28.836178861788618,512,16,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28.836178861788618,512,22.4,10.29451395572666,No
12,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,No
25,1189.6225218080888,931.8667621776505,32,2792.3431903373594,21.3,10.29451395572666,No
35,685,931.8667621776505,32,2792.3431903373594,25.6,10.29451395572666,Yes
10,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,No
35,720,931.8667621776505,32,2792.3431903373594,29.9,10.29451395572666,Yes
35,1189.6225218080888,660,40,2048,28.8,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
27,1189.6225218080888,931.8667621776505,28.836178861788618,64,1.6,10.29451395572666,No
75,1189.6225218080888,931.8667621776505,28.836178861788618,1024,51.2,10.29451395572666,No
150,1189.6225218080888,931.8667621776505,28.836178861788618,2048,102.4,10.29451395572666,Yes
130,1189.6225218080888,931.8667621776505,28.836178861788618,1024,102.4,10.29451395572666,Yes
150,1189.6225218080888,931.8667621776505,28.836178861788618,2048,102.4,10.29451395572666,Yes
75,1189.6225218080888,931.8667621776505,28.836178861788618,1024,51.2,10.29451395572666,Yes
60,1189.6225218080888,931.8667621776505,28.836178861788618,512,51.2,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,28.836178861788618,512,51.2,10.29451395572666,Yes
29,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,No
60,1189.6225218080888,931.8667621776505,28.836178861788618,512,51.2,10.29451395572666,No
23,1189.6225218080888,931.8667621776505,28.836178861788618,1024,25.6,10.29451395572666,Yes
23,1189.6225218080888,931.8667621776505,28.836178861788618,1024,25.6,10.29451395572666,Yes
20,1189.6225218080888,931.8667621776505,28.836178861788618,512,22.4,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28.836178861788618,1024,25.6,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28.836178861788618,1024,25.6,10.29451395572666,Yes
13,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,Yes
13,1189.6225218080888,931.8667621776505,28.836178861788618,256,9.6,10.29451395572666,No
12,1189.6225218080888,931.8667621776505,28.836178861788618,256,133.48198064035742,10.29451395572666,No
12,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,Yes
13,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,No
12,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,Yes
35,1189.6225218080888,931.8667621776505,40,1024,25.3,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,No
75,1189.6225218080888,931.8667621776505,28.836178861788618,1024,51.2,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,28.836178861788618,512,22.4,10.29451395572666,No
25,1189.6225218080888,931.8667621776505,40,512,12.8,10.29451395572666,No
100,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,64,10.29451395572666,No
17,1189.6225218080888,931.8667621776505,28.836178861788618,256,9.6,10.29451395572666,No
70,1189.6225218080888,931.8667621776505,28.836178861788618,1024,51.2,10.29451395572666,No
75,1189.6225218080888,931.8667621776505,28.836178861788618,1024,64,10.29451395572666,No
15,1189.6225218080888,931.8667621776505,28.836178861788618,256,5.6,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,28.836178861788618,512,44.8,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,28.836178861788618,1024,38.4,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,40,1024,70.4,10.29451395572666,No
50,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,No
30,1189.6225218080888,980,28,1024,20.8,10.29451395572666,Yes
45,1189.6225218080888,931.8667621776505,28.836178861788618,512,32,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,28.836178861788618,512,51.2,10.29451395572666,No
100,1189.6225218080888,771,28,8192,115.5,10.29451395572666,No
100,1189.6225218080888,601,28,4096,89.6,10.29451395572666,No
100,1189.6225218080888,601,28,4096,96,10.29451395572666,No
75,1189.6225218080888,654,28,2048,89.6,10.29451395572666,No
55,1189.6225218080888,745,28,2048,28.8,10.29451395572666,No
100,1189.6225218080888,931.8667621776505,40,4096,166.4,10.29451395572666,No
45,1189.6225218080888,706,28,2048,44.8,10.29451395572666,No
75,1189.6225218080888,706,28,4096,102.4,10.29451395572666,Yes
45,1189.6225218080888,850,28,2048,28.8,10.29451395572666,No
100,1189.6225218080888,931.8667621776505,40,2048,153.6,10.29451395572666,No
75,1189.6225218080888,931.8667621776505,40,2048,80,10.29451395572666,No
55,1189.6225218080888,550,40,2048,28.8,10.29451395572666,No
50,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,No
100,1189.6225218080888,931.8667621776505,40,2048,153.6,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,40,2048,28.8,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,40,1024,25.6,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,40,512,12.8,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,128,11.2,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,40,512,12.8,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,256,9.6,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,512,11.2,10.29451395572666,No
15,1189.6225218080888,800,28,2792.3431903373594,34.1,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,512,133.48198064035742,10.29451395572666,No
19,1189.6225218080888,931.8667621776505,28,2792.3431903373594,25.6,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28,2792.3431903373594,25.6,10.29451395572666,No
15,1189.6225218080888,847,28,2792.3431903373594,29.9,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28,2792.3431903373594,29.9,10.29451395572666,No
35,1189.6225218080888,800,28,2792.3431903373594,34.1,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28,2792.3431903373594,25.6,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28,2792.3431903373594,29.9,10.29451395572666,No
5,1189.6225218080888,931.8667621776505,28,2792.3431903373594,10.7,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28,2792.3431903373594,25.6,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28,2792.3431903373594,25.6,10.29451395572666,No
15,1189.6225218080888,931.8667621776505,28,2792.3431903373594,14.9,10.29451395572666,No
15,1189.6225218080888,931.8667621776505,28,2792.3431903373594,12.8,10.29451395572666,No
17,1189.6225218080888,931.8667621776505,28,2792.3431903373594,25.6,10.29451395572666,No
15,1189.6225218080888,931.8667621776505,28,2792.3431903373594,12.8,10.29451395572666,No
15,1189.6225218080888,931.8667621776505,28,2792.3431903373594,12.8,10.29451395572666,No
4,1189.6225218080888,931.8667621776505,28,2792.3431903373594,8.5,10.29451395572666,No
17,1189.6225218080888,931.8667621776505,28,2792.3431903373594,25.6,10.29451395572666,No
15,1189.6225218080888,931.8667621776505,28,2792.3431903373594,14.9,10.29451395572666,No
5,1189.6225218080888,931.8667621776505,28,2792.3431903373594,10.7,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28,2792.3431903373594,10.7,10.29451395572666,No
85,1125,931.8667621776505,28,2048,86.4,10.29451395572666,No
50,775,931.8667621776505,32,2792.3431903373594,16,10.29451395572666,No
50,720,931.8667621776505,32,2792.3431903373594,16,10.29451395572666,No
50,1189.6225218080888,720,32,2048,25.6,10.29451395572666,No
50,975,931.8667621776505,32,2792.3431903373594,16,10.29451395572666,No
50,825,931.8667621776505,32,1024,16,10.29451395572666,No
40,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,32,2792.3431903373594,25.6,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,40,2792.3431903373594,133.48198064035742,10.29451395572666,No
25,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,21.3,10.29451395572666,No
19,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,21.3,10.29451395572666,No
17,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,21.3,10.29451395572666,No
17,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,21.3,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,25.6,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,25.6,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,25.6,10.29451395572666,No
35,720,931.8667621776505,32,2792.3431903373594,25.6,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,25.6,10.29451395572666,No
12,1189.6225218080888,931.8667621776505,28.836178861788618,512,11.2,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,No
55,1189.6225218080888,931.8667621776505,28.836178861788618,1024,54.4,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,512,11.2,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,28.836178861788618,512,12.8,10.29451395572666,No
29,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,No
12,1189.6225218080888,931.8667621776505,28.836178861788618,512,9.6,10.29451395572666,No
75,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,115.2,10.29451395572666,No
30,1189.6225218080888,931.8667621776505,28.836178861788618,1024,57.6,10.29451395572666,No
50,900,825,28,2048,72,10.29451395572666,Yes
75,1189.6225218080888,931.8667621776505,28,2048,72,10.29451395572666,Yes
50,775,931.8667621776505,28,2048,72,10.29451395572666,Yes
33,1189.6225218080888,931.8667621776505,28,2048,64,10.29451395572666,Yes
7,1189.6225218080888,931.8667621776505,28.836178861788618,512,9.6,10.29451395572666,No
20,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,14.4,10.29451395572666,No
55,1189.6225218080888,931.8667621776505,28.836178861788618,512,54.4,10.29451395572666,Yes
30,1189.6225218080888,931.8667621776505,28.836178861788618,512,25.6,10.29451395572666,No
30,1189.6225218080888,931.8667621776505,28.836178861788618,512,22.4,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,28.836178861788618,512,48,10.29451395572666,No
12,1189.6225218080888,931.8667621776505,28.836178861788618,256,12.8,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,No
12,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,No
8,1189.6225218080888,931.8667621776505,28.836178861788618,256,11.2,10.29451395572666,No
65,1189.6225218080888,931.8667621776505,28.836178861788618,512,51.2,10.29451395572666,Yes
130,1189.6225218080888,931.8667621776505,28.836178861788618,2048,204.8,10.29451395572666,Yes
50,1189.6225218080888,931.8667621776505,28.836178861788618,512,51.2,10.29451395572666,No
89,1189.6225218080888,931.8667621776505,28.836178861788618,256,35.2,10.29451395572666,No
122,993,954,28,8192,160,10.29451395572666,Yes
45,1189.6225218080888,931.8667621776505,28.836178861788618,512,38.4,10.29451395572666,Yes
65,1189.6225218080888,931.8667621776505,28.836178861788618,512,35.2,10.29451395572666,Yes
45,1189.6225218080888,931.8667621776505,28.836178861788618,512,44.8,10.29451395572666,Yes
200,993,931.8667621776505,28,2792.3431903373594,320,10.29451395572666,Yes
200,1189.6225218080888,575,40,4096,192,10.29451395572666,Yes
122,993,954,28,4096,160,10.29451395572666,Yes
20,1189.6225218080888,931.8667621776505,28.836178861788618,512,32,10.29451395572666,Yes
60,1189.6225218080888,931.8667621776505,55,1024,51.2,10.29451395572666,Yes
200,1189.6225218080888,931.8667621776505,40,4096,192,10.29451395572666,Yes
150,1189.6225218080888,931.8667621776505,40,3072,120,10.29451395572666,Yes
75,1189.6225218080888,575,40,1536,72,10.29451395572666,Yes
35,1189.6225218080888,590,40,3072,43.2,10.29451395572666,No
100,1189.6225218080888,620,40,2048,96,10.29451395572666,Yes
35,1189.6225218080888,753,40,1024,50.2,10.29451395572666,No
75,1189.6225218080888,775,40,1536,60,10.29451395572666,Yes
35,1189.6225218080888,675,40,2048,28.8,10.29451395572666,No
35,1189.6225218080888,740,40,2048,28.8,10.29451395572666,No
35,1189.6225218080888,672,40,1024,28.8,10.29451395572666,No
35,1189.6225218080888,590,40,1536,43.2,10.29451395572666,No
35,1189.6225218080888,672,40,2048,28.8,10.29451395572666,No
35,1189.6225218080888,740,40,1024,28.8,10.29451395572666,No
23,1189.6225218080888,600,40,1024,28.8,10.29451395572666,No
25,1189.6225218080888,600,40,2048,28.8,10.29451395572666,No
12,1189.6225218080888,672,40,1024,12.8,10.29451395572666,No
12,1189.6225218080888,740,40,1024,12.8,10.29451395572666,No
75,1189.6225218080888,585,55,1024,60.8,10.29451395572666,Yes
75,1189.6225218080888,600,28.836178861788618,1024,64,10.29451395572666,Yes
20,1189.6225218080888,900,40,1024,14.4,10.29451395572666,No
65,1189.6225218080888,550,28.836178861788618,1024,60.8,10.29451395572666,Yes
130,1189.6225218080888,931.8667621776505,55,2048,121.6,10.29451395572666,Yes
38,1189.6225218080888,550,40,1024,57.6,10.29451395572666,Yes
28,1189.6225218080888,500,40,1024,51.2,10.29451395572666,Yes
150,1189.6225218080888,931.8667621776505,55,2048,121.6,10.29451395572666,Yes
150,1645,1442,16,8192,256.3,10.29451395572666,No
75,1392,1290,14,4096,112.1,10.29451395572666,No
23,1189.6225218080888,550,40,1024,25.6,10.29451395572666,No
220,1582,1480,16,2792.3431903373594,484.4,10.29451395572666,Yes
75,1455,1354,14,2048,112.1,10.29451395572666,No
14,1189.6225218080888,625,40,512,12.8,10.29451395572666,No
23,1189.6225218080888,500,40,1024,25.6,10.29451395572666,No
120,1670,1404,16,6144,192.2,10.29451395572666,No
150,1189.6225218080888,931.8667621776505,55,2048,65.3,10.29451395572666,Yes
23,1189.6225218080888,931.8667621776505,55,1024,25.6,10.29451395572666,Yes
45,1189.6225218080888,931.8667621776505,55,1024,64,10.29451395572666,Yes
12,1189.6225218080888,450,28.836178861788618,2792.3431903373594,6.4,10.29451395572666,No
14,1189.6225218080888,500,55,1024,25.6,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,28.836178861788618,512,8,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,28.836178861788618,512,11.2,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,6.4,10.29451395572666,No
23,1189.6225218080888,931.8667621776505,55,1024,133.48198064035742,10.29451395572666,No
100,1189.6225218080888,575,40,2048,96,10.29451395572666,Yes
100,1189.6225218080888,425,40,2048,76.8,10.29451395572666,Yes
200,1189.6225218080888,425,40,4096,153.6,10.29451395572666,Yes
150,1189.6225218080888,535,40,3072,120,10.29451395572666,Yes
75,1189.6225218080888,535,40,1536,60,10.29451395572666,Yes
35,1189.6225218080888,570,40,1024,40,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,55,1024,11.2,10.29451395572666,No
35,1189.6225218080888,590,40,3072,38.4,10.29451395572666,No
100,1189.6225218080888,675,40,3072,120,10.29451395572666,Yes
35,1189.6225218080888,590,40,1024,25.6,10.29451395572666,No
35,1189.6225218080888,650,40,1024,25.6,10.29451395572666,No
23,1189.6225218080888,560,40,1024,25.6,10.29451395572666,No
50,1189.6225218080888,675,40,1536,60,10.29451395572666,Yes
100,967,941,28,6144,120,10.29451395572666,Yes
180,1733,1556,16,8192,320.3,10.29451395572666,No
12,1189.6225218080888,575,40,1024,12.8,10.29451395572666,No
23,1189.6225218080888,500,40,512,25.6,10.29451395572666,No
12,1189.6225218080888,500,40,512,25.6,10.29451395572666,No
50,1097,1029,28,4096,80,10.29451395572666,No
14,1189.6225218080888,606,40,512,12.8,10.29451395572666,No
45,936,876,28,2048,80.2,10.29451395572666,No
45,1084,936,28,4096,32,10.29451395572666,Yes
120,1097,1029,28,4096,160.4,10.29451395572666,Yes
33,1124,1029,28,2048,16,10.29451395572666,No
38,1189.6225218080888,931.8667621776505,40,1024,57.6,10.29451395572666,Yes
15,1189.6225218080888,625,28,2048,14.4,10.29451395572666,No
28,1189.6225218080888,931.8667621776505,40,1024,51.2,10.29451395572666,Yes
28,1189.6225218080888,931.8667621776505,40,1024,34.1,10.29451395572666,Yes
33,1124,1029,28,2048,16,10.29451395572666,No
23,1189.6225218080888,931.8667621776505,40,1024,34.1,10.29451395572666,No
23,1189.6225218080888,931.8667621776505,40,1024,34.1,10.29451395572666,No
33,941,850,28,2048,14.4,10.29451395572666,No
23,1189.6225218080888,450,40,2792.3431903373594,21.3,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,40,1024,25.3,10.29451395572666,No
45,1084,936,28,2048,32,10.29451395572666,Yes
14,1189.6225218080888,625,40,512,12.6,10.29451395572666,No
14,1189.6225218080888,606,40,512,12.6,10.29451395572666,No
100,967,941,28,3072,120,10.29451395572666,Yes
15,955,775,28,1024,14.4,10.29451395572666,No
14,1189.6225218080888,525,40,512,11.2,10.29451395572666,Yes
100,1189.6225218080888,719,28,1024,160,10.29451395572666,Yes
100,1189.6225218080888,720,28,4096,115.2,10.29451395572666,Yes
100,1189.6225218080888,600,28,2048,115.2,10.29451395572666,Yes
122,1189.6225218080888,719,28,2048,160,10.29451395572666,Yes
200,1189.6225218080888,931.8667621776505,28,4096,230.4,10.29451395572666,Yes
100,1189.6225218080888,620,40,2048,96,10.29451395572666,Yes
200,1189.6225218080888,931.8667621776505,40,4096,192,10.29451395572666,Yes
60,1097,1029,28,2048,80.2,10.29451395572666,Yes
150,1189.6225218080888,931.8667621776505,28,6144,134.4,10.29451395572666,Yes
14,1189.6225218080888,606,40,1024,10.7,10.29451395572666,No
75,1189.6225218080888,598,40,1536,72,10.29451395572666,Yes
75,1189.6225218080888,598,40,3072,72,10.29451395572666,Yes
75,1189.6225218080888,601,28,3072,67.2,10.29451395572666,Yes
50,950,835,28,2048,64,10.29451395572666,Yes
90,1189.6225218080888,745,28,4096,128,10.29451395572666,Yes
45,1189.6225218080888,900,28,1024,80.3,10.29451395572666,Yes
32,1189.6225218080888,710,28,2048,28.8,10.29451395572666,No
32,1189.6225218080888,753,40,2048,50.2,10.29451395572666,No
20,1189.6225218080888,500,28,1024,28.8,10.29451395572666,No
45,1189.6225218080888,850,28,1024,28.8,10.29451395572666,No
32,1189.6225218080888,625,28,2048,28.8,10.29451395572666,No
35,1189.6225218080888,650,40,2048,28.8,10.29451395572666,No
33,1189.6225218080888,660,40,1024,28.8,10.29451395572666,No
33,1189.6225218080888,660,40,1024,28.8,10.29451395572666,No
15,1189.6225218080888,625,28,2048,14.4,10.29451395572666,No
25,1189.6225218080888,660,40,1024,28.8,10.29451395572666,No
35,1189.6225218080888,672,40,2048,28.8,10.29451395572666,No
15,1189.6225218080888,625,28,1024,14.4,10.29451395572666,No
20,850,800,40,2048,12.8,10.29451395572666,No
33,1189.6225218080888,800,40,2048,57.6,10.29451395572666,No
25,1150,1082,28,2048,14.4,10.29451395572666,No
20,1189.6225218080888,900,40,1024,14.4,10.29451395572666,No
12,1189.6225218080888,625,28,1024,14.4,10.29451395572666,No
12,1189.6225218080888,672,40,1024,14.4,10.29451395572666,No
200,797,931.8667621776505,28,8192,320,10.29451395572666,Yes
122,797,771,28,4096,160,10.29451395572666,Yes
150,1189.6225218080888,931.8667621776505,28,4096,192,10.29451395572666,Yes
75,1189.6225218080888,811,28,3072,96.2,10.29451395572666,Yes
35,1189.6225218080888,675,40,2048,28.8,10.29451395572666,No
125,863,797,28,4096,128,10.29451395572666,Yes
100,1189.6225218080888,719,28,2048,115.2,10.29451395572666,Yes
100,657,628,28,4096,128,10.29451395572666,Yes
65,1189.6225218080888,850,28,2048,64.1,10.29451395572666,Yes
100,1189.6225218080888,980,28,4096,172.8,10.29451395572666,Yes
55,657,628,28,2048,64.1,10.29451395572666,Yes
50,1163,967,28,2048,28.8,10.29451395572666,Yes
50,1189.6225218080888,926,28,2048,80.2,10.29451395572666,Yes
80,1189.6225218080888,967,28,4096,160,10.29451395572666,Yes
50,1163,967,28,2048,28.8,10.29451395572666,Yes
50,1058,941,28,2048,64,10.29451395572666,No
45,1045,837,28,2048,28.8,10.29451395572666,No
45,895,810,28,2048,28.8,10.29451395572666,No
45,1189.6225218080888,837,28,2048,28.8,10.29451395572666,No
50,1189.6225218080888,980,28,2048,86.4,10.29451395572666,No
33,1058,980,28,2048,14.4,10.29451395572666,Yes
45,1189.6225218080888,810,28,2048,28.8,10.29451395572666,No
33,875,719,28,2048,28.8,10.29451395572666,No
33,1189.6225218080888,725,28,2048,28.8,10.29451395572666,No
33,938,775,28,2048,14.4,10.29451395572666,No
17,941,575,28,2048,14.4,10.29451395572666,No
15,1189.6225218080888,775,28,1024,14.4,10.29451395572666,No
33,938,625,28,1024,14.4,10.29451395572666,No
45,1189.6225218080888,745,28,2048,64,10.29451395572666,Yes
200,1189.6225218080888,1038,28,2792.3431903373594,320.8,10.29451395572666,Yes
122,1128,1038,28,8192,160.4,10.29451395572666,Yes
100,1127,1038,28,8192,160.4,10.29451395572666,Yes
100,1127,1038,28,4096,160.4,10.29451395572666,Yes
75,1038,924,28,3072,120.3,10.29451395572666,Yes
150,993,924,28,2792.3431903373594,240.6,10.29451395572666,Yes
81,1038,924,28,3072,120.3,10.29451395572666,Yes
81,993,924,28,6144,120.3,10.29451395572666,Yes
100,950,924,28,4096,160,10.29451395572666,Yes
165,1190,1064,28,4096,224,10.29451395572666,Yes
50,1097,1029,28,4096,80.2,10.29451395572666,Yes
50,950,924,28,4096,80,10.29451395572666,Yes
50,1097,1029,28,2048,80.2,10.29451395572666,No
20,1189.6225218080888,738,40,1024,14.4,10.29451395572666,No
50,1124,993,28,2048,32,10.29451395572666,No
25,1242,1122,28,2048,16,10.29451395572666,No
40,1045,928,28,2048,32,10.29451395572666,No
50,1124,993,28,4096,28.8,10.29451395572666,No
70,993,931.8667621776505,28,2048,80,10.29451395572666,Yes
15,1189.6225218080888,775,40,1024,14.4,10.29451395572666,No
25,1189.6225218080888,928,28,2048,40,10.29451395572666,No
50,993,914,28,2048,80,10.29451395572666,Yes
30,1176,1072,28,2048,16,10.29451395572666,No
25,1189.6225218080888,888,28,2048,36,10.29451395572666,No
25,941,928,28,2048,14.4,10.29451395572666,No
25,1176,1072,28,4096,16,10.29451395572666,No
25,954,575,28,4096,14.4,10.29451395572666,No
25,1189.6225218080888,931.8667621776505,28,2048,14.4,10.29451395572666,No
25,954,575,28,2048,14.4,10.29451395572666,No
35,1189.6225218080888,931.8667621776505,28.836178861788618,256,35.2,10.29451395572666,No
25,1189.6225218080888,954,28,1024,14.4,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,32,2.4,10.29451395572666,No
29,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,25.6,10.29451395572666,Yes
29,1189.6225218080888,931.8667621776505,28.836178861788618,256,25.6,10.29451395572666,Yes
20,1189.6225218080888,931.8667621776505,28.836178861788618,512,22.4,10.29451395572666,Yes
20,1189.6225218080888,931.8667621776505,28.836178861788618,256,22.4,10.29451395572666,Yes
11,1189.6225218080888,931.8667621776505,28.836178861788618,256,9.6,10.29451395572666,No
18,1189.6225218080888,931.8667621776505,28.836178861788618,512,22.4,10.29451395572666,No
10,1189.6225218080888,931.8667621776505,28.836178861788618,256,9.6,10.29451395572666,No
14,1189.6225218080888,931.8667621776505,28.836178861788618,512,19.2,10.29451395572666,No
65,1100,931.8667621776505,14,2792.3431903373594,12.8,10.29451395572666,No
73,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,10.7,10.29451395572666,No
45,1189.6225218080888,931.8667621776505,28.836178861788618,2792.3431903373594,133.48198064035742,10.29451395572666,No
47,1050,350,14,2792.3431903373594,34.1,10.29451395572666,No
200,1189.6225218080888,931.8667621776505,14,8192,256,16,Yes
375,1189.6225218080888,931.8667621776505,14,8192,256,16,Yes
300,1189.6225218080888,931.8667621776505,28.836178861788618,6144,480,10.29451395572666,No
225,1189.6225218080888,931.8667621776505,28.836178861788618,6144,264,10.29451395572666,No
750,1189.6225218080888,1018,28,2792.3431903373594,133.48198064035742,10.29451395572666,Yes
500,1189.6225218080888,1018,28,8192,133.48198064035742,10.29451395572666,Yes
500,1189.6225218080888,1018,28,8192,133.48198064035742,16,Yes
290,1189.6225218080888,1000,28,8192,352,14,Yes
150,1189.6225218080888,931.8667621776505,28.836178861788618,4096,153.6,10.29451395572666,No
175,1189.6225218080888,1000,28,4096,512,8,Yes
290,1189.6225218080888,1000,28,4096,320,14,Yes
500,1189.6225218080888,931.8667621776505,28,8192,133.48198064035742,24,Yes
375,1189.6225218080888,1000,28,4096,512,16,Yes
275,1189.6225218080888,1050,28,4096,512,16,Yes
275,1189.6225218080888,1000,28,4096,512,16,Yes
300,1189.6225218080888,1090,28,8192,384,14,Yes
300,1189.6225218080888,1060,28,8192,384,14,Yes
275,1189.6225218080888,1050,28,8192,384,14,Yes
375,1189.6225218080888,1055,28,8192,384,16,Yes
375,1189.6225218080888,1080,28,8192,384,16,Yes
375,1189.6225218080888,1060,28,8192,384,16,Yes
300,1189.6225218080888,1070,28,8192,384,14,Yes
300,1189.6225218080888,1100,28,8192,390.4,14,Yes
275,1189.6225218080888,1100,28,8192,390.4,14,Yes
300,1189.6225218080888,1060,28,8192,384,14,Yes
550,1189.6225218080888,1050,28,2792.3431903373594,133.48198064035742,24,Yes
375,1189.6225218080888,1070,28,8192,384,16,Yes
300,1189.6225218080888,1060,28,8192,384,14,Yes
275,1189.6225218080888,1000,28,8192,384,14,Yes
